"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2004年1月30日","6.246","6.246","6.246","6.246","-","0.32%"
"2004年1月29日","6.226","6.226","6.226","6.226","-","-6.02%"
"2004年1月28日","6.625","6.520","6.520","6.520","0.00K","1.15%"
"2004年1月27日","6.550","6.550","6.550","6.550","-","3.85%"
"2004年1月26日","6.307","6.300","6.300","6.300","0.04K","-0.76%"
"2004年1月23日","6.355","6.325","6.325","6.260","0.16K","0.20%"
"2004年1月22日","6.342","6.275","6.275","6.275","0.04K","2.29%"
"2004年1月21日","6.200","6.200","6.200","6.200","-","-1.82%"
"2004年1月20日","6.315","6.360","6.360","6.360","0.00K","-0.11%"
"2004年1月16日","6.322","6.322","6.322","6.322","-","1.89%"
"2004年1月15日","6.205","6.250","6.250","6.250","0.01K","-3.38%"
"2004年1月14日","6.422","6.422","6.422","6.422","0.13K","-2.50%"
"2004年1月13日","6.587","6.510","6.520","6.510","0.01K","-0.27%"
"2004年1月12日","6.605","6.660","6.670","6.660","0.00K","1.85%"
"2004年1月9日","6.485","6.485","6.485","6.485","0.03K","3.58%"
"2004年1月8日","6.261","6.240","6.260","6.240","0.00K","0.16%"
"2004年1月7日","6.251","6.251","6.251","6.251","-","-1.03%"
"2004年1月6日","6.316","6.300","6.300","6.260","0.01K","1.33%"
"2004年1月5日","6.233","6.200","6.230","6.150","0.01K","4.70%"
"2003年12月31日","5.953","5.953","5.953","5.953","-","-0.50%"
"2003年12月30日","5.983","5.960","5.960","5.930","0.01K","1.12%"
"2003年12月29日","5.917","5.880","5.915","5.880","0.08K","2.37%"
"2003年12月24日","5.780","5.750","5.790","5.750","-","0.78%"
"2003年12月23日","5.735","5.730","5.740","5.715","0.05K","0.46%"
"2003年12月22日","5.709","5.720","5.720","5.715","0.01K","-0.23%"
"2003年12月19日","5.722","5.710","5.725","5.680","0.05K","0.18%"
"2003年12月18日","5.712","5.710","5.720","5.650","0.06K","0.35%"
"2003年12月17日","5.692","5.640","5.700","5.640","0.03K","1.12%"
"2003年12月16日","5.629","5.665","5.670","5.630","0.03K","-0.18%"
"2003年12月15日","5.639","5.600","5.645","5.580","0.03K","0.30%"
"2003年12月12日","5.622","5.630","5.640","5.610","0.05K","0.77%"
"2003年12月11日","5.579","5.550","5.600","5.520","0.07K","-0.37%"
"2003年12月10日","5.600","5.635","5.690","5.600","0.24K","-0.62%"
"2003年12月9日","5.635","5.560","5.650","5.560","0.21K","1.71%"
"2003年12月8日","5.540","5.490","5.550","5.470","0.14K","1.24%"
"2003年12月5日","5.472","5.410","5.520","5.410","0.32K","0.37%"
"2003年12月4日","5.452","5.470","5.475","5.360","0.84K","-0.29%"
"2003年12月3日","5.468","5.480","5.505","5.430","0.16K","-0.51%"
"2003年12月2日","5.496","5.470","5.510","5.430","0.29K","0.94%"
"2003年12月1日","5.445","5.360","5.550","5.355","0.92K","1.68%"
"2003年11月26日","5.355","5.290","5.390","5.290","3.91K","2.18%"
"2003年11月24日","5.241","5.280","5.280","5.280","0.00K","-0.94%"
"2003年11月21日","5.291","5.291","5.291","5.291","-","0.63%"
"2003年11月20日","5.258","5.258","5.258","5.258","-","-0.15%"
"2003年11月19日","5.266","5.266","5.266","5.266","-","-1.81%"
"2003年11月18日","5.363","5.363","5.363","5.363","-","2.68%"
"2003年11月17日","5.223","5.223","5.223","5.223","-","-3.47%"
"2003年11月14日","5.411","5.411","5.411","5.411","-","2.27%"
"2003年11月13日","5.291","5.291","5.291","5.291","-","-0.75%"
"2003年11月12日","5.331","5.331","5.331","5.331","-","5.29%"
"2003年11月11日","5.063","5.063","5.063","5.063","-","-0.45%"
"2003年11月10日","5.086","5.055","5.070","5.055","0.02K","0.67%"
"2003年11月7日","5.052","5.052","5.052","5.052","-","2.04%"
"2003年11月6日","4.951","4.951","4.951","4.951","-","-0.56%"
"2003年11月5日","4.979","4.979","4.979","4.979","-","-0.90%"
"2003年11月4日","5.024","5.024","5.024","5.024","-","2.09%"
"2003年11月3日","4.921","4.921","4.921","4.921","-","-2.73%"
"2003年10月31日","5.059","5.059","5.059","5.059","-","-1.36%"
"2003年10月30日","5.129","5.129","5.129","5.129","-","-0.19%"
"2003年10月29日","5.139","5.139","5.139","5.139","0.01K","0.92%"
"2003年10月28日","5.092","5.150","5.150","5.150","0.00K","-1.83%"
"2003年10月27日","5.187","5.187","5.187","5.187","-","0.52%"
"2003年10月24日","5.160","5.160","5.160","5.160","-","-0.14%"
"2003年10月23日","5.167","5.170","5.170","5.170","0.00K","0.72%"
"2003年10月22日","5.130","5.130","5.130","5.130","-","1.32%"
"2003年10月21日","5.063","5.063","5.063","5.063","-","1.26%"
"2003年10月20日","5.000","5.000","5.000","5.000","-","1.32%"
"2003年10月17日","4.935","4.935","4.935","4.935","-","0.37%"
"2003年10月16日","4.917","4.917","4.917","4.917","-","-0.51%"
"2003年10月15日","4.942","4.942","4.942","4.942","-","0.30%"
"2003年10月14日","4.927","4.927","4.927","4.927","-","-0.96%"
"2003年10月13日","4.975","4.975","4.975","4.975","-","1.43%"
"2003年10月10日","4.905","4.905","4.905","4.905","-","1.41%"
"2003年10月9日","4.837","4.805","4.805","4.805","0.02K","-0.58%"
"2003年10月8日","4.865","4.850","4.850","4.850","0.07K","-0.21%"
"2003年10月7日","4.875","4.870","4.870","4.840","0.00K","1.35%"
"2003年10月6日","4.810","4.810","4.810","4.810","0.00K","-0.41%"
"2003年10月3日","4.830","4.830","4.830","4.830","-","-5.20%"
"2003年10月2日","5.095","5.095","5.095","5.095","0.02K","-0.10%"
"2003年10月1日","5.100","5.100","5.100","5.100","-","-0.72%"
"2003年9月30日","5.137","5.137","5.137","5.137","-","1.32%"
"2003年9月29日","5.070","5.200","5.200","5.040","0.00K","-1.30%"
"2003年9月26日","5.137","5.235","5.235","5.180","-","-1.48%"
"2003年9月25日","5.214","5.340","5.360","5.180","0.32K","-1.66%"
"2003年9月24日","5.302","5.260","5.320","5.240","0.12K","1.28%"
"2003年9月23日","5.235","5.250","5.255","5.250","0.10K","-0.57%"
"2003年9月22日","5.265","5.345","5.345","5.265","0.04K","-0.32%"
"2003年9月19日","5.282","5.260","5.295","5.260","0.02K","0.51%"
"2003年9月18日","5.255","5.350","5.350","5.185","0.14K","-0.45%"
"2003年9月17日","5.279","5.240","5.290","5.240","0.52K","1.27%"
"2003年9月16日","5.213","5.220","5.220","5.200","0.07K","0.39%"
"2003年9月15日","5.193","5.220","5.220","5.090","0.05K","-0.12%"
"2003年9月12日","5.199","5.340","5.345","5.210","0.06K","-2.40%"
"2003年9月11日","5.327","5.275","5.365","5.260","0.12K","1.52%"
"2003年9月10日","5.247","5.260","5.280","5.205","0.21K","0.00%"
"2003年9月9日","5.247","5.120","5.300","5.120","0.12K","3.10%"
"2003年9月8日","5.089","5.100","5.120","5.090","0.08K","-0.78%"
"2003年9月5日","5.129","5.020","5.150","5.020","0.24K","2.25%"
"2003年9月4日","5.016","5.065","5.065","5.010","0.16K","-0.87%"
"2003年9月3日","5.060","4.990","5.070","4.975","0.59K","1.44%"
"2003年9月2日","4.988","5.135","5.170","4.970","0.50K","-2.37%"
"2003年8月29日","5.109","5.115","5.180","5.095","1.56K","-0.37%"
"2003年8月28日","5.128","5.125","5.140","5.065","7.54K","0.02%"
"2003年8月27日","5.127","5.127","5.127","5.127","-","2.58%"
"2003年8月26日","4.998","4.998","4.998","4.998","-","0.20%"
"2003年8月25日","4.988","4.988","4.988","4.988","-","-0.10%"
"2003年8月22日","4.993","4.993","4.993","4.993","-","1.05%"
"2003年8月21日","4.941","4.941","4.941","4.941","-","-1.53%"
"2003年8月20日","5.018","5.018","5.018","5.018","-","0.54%"
"2003年8月19日","4.991","4.991","4.991","4.991","-","1.38%"
"2003年8月18日","4.923","4.923","4.923","4.923","-","0.00%"
"2003年8月15日","4.923","4.923","4.923","4.923","-","-2.15%"
"2003年8月14日","5.031","5.031","5.031","5.031","-","0.10%"
"2003年8月13日","5.026","5.026","5.026","5.026","-","3.46%"
"2003年8月12日","4.858","4.820","4.820","4.820","0.00K","-2.76%"
"2003年8月11日","4.996","4.996","4.996","4.996","-","0.16%"
"2003年8月8日","4.988","4.988","4.988","4.988","-","-0.91%"
"2003年8月7日","5.034","5.034","5.034","5.034","-","1.37%"
"2003年8月6日","4.966","4.966","4.966","4.966","-","0.61%"
"2003年8月5日","4.936","4.936","4.936","4.936","-","-1.59%"
"2003年8月4日","5.016","5.016","5.016","5.016","-","-1.51%"
"2003年8月1日","5.093","5.093","5.093","5.093","-","-0.45%"
"2003年7月31日","5.116","5.116","5.116","5.116","-","1.19%"
"2003年7月30日","5.056","5.056","5.056","5.056","-","-2.05%"
"2003年7月29日","5.162","5.150","5.150","5.150","0.04K","-0.54%"
"2003年7月28日","5.190","5.120","5.170","5.120","0.00K","2.37%"
"2003年7月25日","5.070","5.050","5.080","5.050","0.03K","-0.69%"
"2003年7月24日","5.105","5.050","5.175","5.050","0.21K","0.81%"
"2003年7月23日","5.064","4.940","4.940","4.900","0.16K","5.85%"
"2003年7月22日","4.784","4.795","4.795","4.795","0.01K","0.84%"
"2003年7月21日","4.744","4.760","4.765","4.760","0.01K","0.42%"
"2003年7月18日","4.724","4.715","4.715","4.705","0.01K","1.16%"
"2003年7月17日","4.670","4.680","4.680","4.680","0.23K","0.30%"
"2003年7月16日","4.656","4.640","4.680","4.640","0.16K","0.11%"
"2003年7月15日","4.651","4.780","4.780","4.690","0.02K","-2.90%"
"2003年7月14日","4.790","4.780","4.800","4.760","0.10K","-0.17%"
"2003年7月11日","4.798","4.800","4.825","4.800","0.04K","-0.21%"
"2003年7月10日","4.808","4.810","4.880","4.810","0.23K","-0.17%"
"2003年7月9日","4.816","4.750","4.810","4.750","0.34K","1.69%"
"2003年7月8日","4.736","4.720","4.760","4.720","0.17K","0.17%"
"2003年7月7日","4.728","4.680","4.730","4.655","0.21K","4.60%"
"2003年6月26日","4.520","4.520","4.520","4.520","-","-0.92%"
"2003年6月25日","4.562","4.562","4.562","4.562","-","1.11%"
"2003年6月24日","4.512","4.512","4.512","4.512","-","-0.94%"
"2003年6月23日","4.555","4.520","4.520","4.520","0.00K","0.66%"
"2003年6月20日","4.525","4.525","4.525","4.525","-","-0.92%"
"2003年6月19日","4.567","4.567","4.567","4.567","9.75K","0.26%"
"2003年6月18日","4.555","4.555","4.555","4.555","-","-1.09%"
"2003年6月17日","4.605","4.605","4.605","4.605","-","-0.04%"
"2003年6月16日","4.607","4.607","4.607","4.607","-","0.81%"
"2003年6月13日","4.570","4.650","4.650","4.650","0.00K","1.56%"
"2003年6月12日","4.500","4.500","4.500","4.500","0.03K","0.16%"
"2003年6月11日","4.493","4.493","4.493","4.493","-","0.67%"
"2003年6月10日","4.463","4.463","4.463","4.463","-","-1.06%"
"2003年6月9日","4.511","4.511","4.511","4.511","-","-0.59%"
"2003年6月6日","4.538","4.538","4.538","4.538","-","0.98%"
"2003年6月5日","4.494","4.494","4.494","4.494","-","0.00%"
"2003年6月4日","4.494","4.494","4.494","4.494","-","-0.22%"
"2003年6月3日","4.504","4.500","4.500","4.490","0.00K","0.07%"
"2003年6月2日","4.501","4.501","4.501","4.501","-","-0.55%"
"2003年5月30日","4.526","4.526","4.526","4.526","-","-0.92%"
"2003年5月29日","4.568","4.568","4.568","4.568","-","-1.42%"
"2003年5月28日","4.634","4.600","4.610","4.580","0.08K","0.32%"
"2003年5月27日","4.619","4.665","4.665","4.630","0.07K","-0.43%"
"2003年5月23日","4.639","4.670","4.670","4.625","0.17K","-0.32%"
"2003年5月22日","4.654","4.710","4.710","4.685","0.01K","-1.34%"
"2003年5月21日","4.717","4.715","4.760","4.715","0.09K","-0.99%"
"2003年5月20日","4.764","4.815","4.815","4.755","0.03K","-1.00%"
"2003年5月19日","4.812","4.815","4.840","4.815","0.00K","0.63%"
"2003年5月16日","4.782","4.782","4.782","4.782","0.00K","0.21%"
"2003年5月15日","4.772","4.840","4.840","4.750","0.02K","-1.89%"
"2003年5月14日","4.864","4.820","4.880","4.820","0.01K","1.04%"
"2003年5月13日","4.814","4.860","4.860","4.820","0.04K","-0.97%"
"2003年5月12日","4.861","4.785","4.870","4.780","0.06K","1.55%"
"2003年5月9日","4.787","4.787","4.760","4.730","0.00K","-0.04%"
"2003年5月8日","4.789","4.730","4.840","4.730","0.23K","1.27%"
"2003年5月7日","4.729","4.760","4.765","4.735","0.03K","-1.21%"
"2003年5月6日","4.787","4.790","4.805","4.790","0.16K","-0.31%"
"2003年5月5日","4.802","4.800","4.800","4.780","0.03K","0.38%"
"2003年5月2日","4.784","4.750","4.800","4.740","0.26K","0.48%"
"2003年5月1日","4.761","4.655","4.765","4.650","0.51K","2.65%"
"2003年4月30日","4.638","4.548","4.660","4.545","1.27K","1.98%"
"2003年4月29日","4.548","4.580","4.580","4.545","10.57K","-0.66%"
"2003年4月28日","4.578","4.578","4.578","4.578","-","-1.12%"
"2003年4月25日","4.630","4.630","4.630","4.630","-","-0.28%"
"2003年4月24日","4.643","4.643","4.643","4.643","-","0.43%"
"2003年4月23日","4.623","4.623","4.623","4.623","-","0.65%"
"2003年4月22日","4.593","4.593","4.593","4.593","-","1.37%"
"2003年4月21日","4.531","4.460","4.460","4.460","0.00K","1.46%"
"2003年4月17日","4.466","4.466","4.466","4.466","-","-0.33%"
"2003年4月16日","4.481","4.481","4.481","4.481","-","-0.84%"
"2003年4月15日","4.519","4.519","4.519","4.519","-","-0.33%"
"2003年4月14日","4.534","4.500","4.500","4.500","0.01K","1.00%"
"2003年4月11日","4.489","4.489","4.489","4.489","-","0.07%"
"2003年4月10日","4.486","4.486","4.486","4.486","-","0.16%"
"2003年4月9日","4.479","4.450","4.450","4.450","0.01K","0.11%"
"2003年4月8日","4.474","4.474","4.474","4.474","-","1.24%"
"2003年4月7日","4.419","4.419","4.419","4.419","-","0.18%"
"2003年4月4日","4.411","4.411","4.411","4.411","-","0.05%"
"2003年4月3日","4.409","4.409","4.409","4.409","-","0.25%"
"2003年4月2日","4.398","4.398","4.398","4.398","-","-0.79%"
"2003年4月1日","4.433","4.433","4.433","4.433","-","-0.63%"
"2003年3月31日","4.461","4.461","4.461","4.461","-","0.72%"
"2003年3月28日","4.429","4.415","4.415","4.415","0.00K","0.98%"
"2003年3月27日","4.386","4.420","4.420","4.420","0.03K","-0.11%"
"2003年3月26日","4.391","4.415","4.415","4.380","0.01K","0.11%"
"2003年3月25日","4.386","4.375","4.420","4.350","0.04K","0.62%"
"2003年3月24日","4.359","4.380","4.380","4.350","0.12K","0.30%"
"2003年3月21日","4.346","4.390","4.405","4.355","0.06K","-1.41%"
"2003年3月20日","4.408","4.410","4.440","4.380","0.19K","-0.02%"
"2003年3月19日","4.409","4.480","4.480","4.400","0.03K","-0.97%"
"2003年3月18日","4.452","4.470","4.490","4.435","0.02K","0.29%"
"2003年3月17日","4.439","4.580","4.580","4.470","0.02K","-1.94%"
"2003年3月14日","4.527","4.500","4.500","4.500","0.01K","-0.02%"
"2003年3月13日","4.528","4.570","4.570","4.510","0.09K","-2.05%"
"2003年3月12日","4.623","4.660","4.660","4.640","0.02K","-1.18%"
"2003年3月11日","4.678","4.675","4.675","4.670","0.01K","0.21%"
"2003年3月10日","4.668","4.685","4.685","4.660","0.02K","-0.17%"
"2003年3月7日","4.676","4.675","4.685","4.620","0.03K","0.32%"
"2003年3月6日","4.661","4.620","4.690","4.615","0.13K","0.84%"
"2003年3月5日","4.622","4.670","4.670","4.600","0.16K","-0.75%"
"2003年3月4日","4.657","4.650","4.690","4.645","0.20K","0.00%"
"2003年3月3日","4.657","4.580","4.660","4.575","0.24K","0.04%"
"2003年2月28日","4.655","4.655","4.655","4.655","-","0.00%"
"2003年2月27日","4.655","4.655","4.655","4.655","-","0.00%"
"2003年2月26日","4.655","4.655","4.655","4.655","-","0.32%"
"2003年2月25日","4.640","4.640","4.640","4.640","-","-1.55%"
"2003年2月24日","4.713","4.713","4.713","4.713","-","1.07%"
"2003年2月21日","4.663","4.663","4.663","4.663","-","0.06%"
"2003年2月20日","4.660","4.660","4.660","4.660","-","0.80%"
"2003年2月19日","4.623","4.623","4.623","4.623","-","1.58%"
"2003年2月18日","4.551","4.551","4.551","4.551","-","0.44%"
"2003年2月14日","4.531","4.540","4.540","4.540","0.03K","0.04%"
"2003年2月13日","4.529","4.529","4.529","4.529","-","0.58%"
"2003年2月12日","4.503","4.550","4.550","4.550","0.00K","-1.38%"
"2003年2月11日","4.566","4.566","4.566","4.566","-","-0.65%"
"2003年2月10日","4.596","4.596","4.596","4.596","-","-1.08%"
"2003年2月7日","4.646","4.646","4.646","4.646","-","-0.58%"
"2003年2月6日","4.673","4.673","4.673","4.673","-","-1.85%"
"2003年2月5日","4.761","4.761","4.761","4.761","-","-3.05%"
"2003年2月4日","4.911","4.911","4.911","4.911","-","1.72%"
"2003年2月3日","4.828","4.828","4.828","4.828","-","-0.52%"
"2003年1月31日","4.853","4.853","4.853","4.853","-","-0.21%"
"2003年1月30日","4.863","4.870","4.870","4.870","0.01K","1.31%"
"2003年1月29日","4.800","4.800","4.800","4.800","0.00K","-1.34%"
"2003年1月28日","4.865","4.865","4.865","4.865","0.01K","0.83%"
"2003年1月27日","4.825","4.825","4.825","4.825","-","-1.03%"
"2003年1月24日","4.875","4.875","4.875","4.875","-","2.09%"
"2003年1月23日","4.775","4.760","4.780","4.760","0.01K","-1.26%"
"2003年1月22日","4.836","4.836","4.836","4.836","-","0.58%"
"2003年1月21日","4.808","4.808","4.808","4.808","-","0.21%"
"2003年1月17日","4.798","4.798","4.798","4.798","-","-0.52%"
"2003年1月16日","4.823","4.823","4.823","4.823","-","1.15%"
"2003年1月15日","4.768","4.768","4.768","4.768","-","0.32%"
"2003年1月14日","4.753","4.780","4.780","4.760","0.01K","-1.55%"
"2003年1月13日","4.828","4.830","4.830","4.830","0.01K","-0.64%"
"2003年1月10日","4.859","4.859","4.859","4.859","0.57K","0.31%"
"2003年1月9日","4.844","4.844","4.844","4.844","0.03K","-0.25%"
"2003年1月8日","4.856","4.856","4.856","4.856","-","1.08%"
"2003年1月7日","4.804","4.880","4.880","4.880","0.02K","-1.94%"
"2003年1月6日","4.899","4.880","4.885","4.880","0.00K","0.14%"
"2003年1月3日","4.892","4.892","4.892","4.892","-","1.66%"
"2003年1月2日","4.812","4.812","4.812","4.812","-","0.23%"
"2002年12月31日","4.801","4.801","4.801","4.801","0.00K","2.98%"
"2002年12月30日","4.662","4.700","4.700","4.700","-","-1.06%"
"2002年12月27日","4.712","4.680","4.680","4.680","0.01K","0.26%"
"2002年12月26日","4.700","4.705","4.705","4.705","0.01K","0.92%"
"2002年12月24日","4.657","4.670","4.670","4.635","0.01K","0.09%"
"2002年12月23日","4.653","4.655","4.655","4.630","0.30K","0.50%"
"2002年12月20日","4.630","4.610","4.610","4.610","0.04K","-2.01%"
"2002年12月19日","4.725","4.730","4.735","4.700","0.46K","1.29%"
"2002年12月18日","4.665","4.630","4.670","4.610","0.01K","0.54%"
"2002年12月17日","4.640","4.725","4.740","4.615","0.06K","-1.32%"
"2002年12月16日","4.702","4.690","4.725","4.660","0.12K","-0.04%"
"2002年12月13日","4.704","4.750","4.780","4.670","0.07K","-0.84%"
"2002年12月12日","4.744","4.645","4.750","4.640","0.06K","2.37%"
"2002年12月11日","4.634","4.620","4.660","4.605","0.05K","0.56%"
"2002年12月10日","4.608","4.595","4.625","4.585","0.04K","0.17%"
"2002年12月9日","4.600","4.600","4.610","4.540","0.04K","-0.69%"
"2002年12月6日","4.632","4.680","4.680","4.595","0.05K","0.22%"
"2002年12月5日","4.622","4.555","4.650","4.555","0.12K","1.38%"
"2002年12月4日","4.559","4.570","4.590","4.545","0.10K","0.60%"
"2002年12月3日","4.532","4.440","4.530","4.435","0.27K","2.49%"
"2002年12月2日","4.422","4.425","4.435","4.400","1.36K","0.18%"
"2002年11月27日","4.414","4.435","4.445","4.405","3.51K","-1.27%"
"2002年11月25日","4.471","4.471","4.471","4.471","-","-1.54%"
"2002年11月22日","4.541","4.541","4.541","4.541","-","1.68%"
"2002年11月21日","4.466","4.466","4.466","4.466","-","-1.48%"
"2002年11月20日","4.533","4.533","4.533","4.533","-","-0.26%"
"2002年11月19日","4.545","4.545","4.545","4.545","-","0.22%"
"2002年11月18日","4.535","4.535","4.535","4.535","-","-0.83%"
"2002年11月15日","4.573","4.573","4.573","4.573","-","0.37%"
"2002年11月14日","4.556","4.556","4.556","4.556","-","0.04%"
"2002年11月13日","4.554","4.554","4.554","4.554","-","-0.87%"
"2002年11月12日","4.594","4.594","4.594","4.594","-","0.61%"
"2002年11月11日","4.566","4.560","4.560","4.560","0.01K","0.88%"
"2002年11月8日","4.526","4.526","4.526","4.526","-","-0.40%"
"2002年11月7日","4.544","4.544","4.544","4.544","-","1.50%"
"2002年11月6日","4.477","4.477","4.477","4.477","-","-0.27%"
"2002年11月5日","4.489","4.489","4.489","4.489","-","0.18%"
"2002年11月4日","4.481","4.481","4.481","4.481","-","-0.07%"
"2002年11月1日","4.484","4.484","4.484","4.484","-","-0.33%"
"2002年10月31日","4.499","4.499","4.499","4.499","-","0.45%"
"2002年10月30日","4.479","4.479","4.479","4.479","-","-0.51%"
"2002年10月29日","4.502","4.502","4.502","4.502","-","2.23%"
"2002年10月28日","4.404","4.404","4.404","4.404","-","0.11%"
"2002年10月25日","4.399","4.399","4.399","4.399","-","1.03%"
"2002年10月24日","4.354","4.350","4.350","4.350","0.00K","-1.02%"
"2002年10月23日","4.399","4.399","4.399","4.399","-","-0.11%"
"2002年10月22日","4.404","4.404","4.404","4.404","-","1.38%"
"2002年10月21日","4.344","4.344","4.344","4.344","-","-0.18%"
"2002年10月18日","4.352","4.340","4.340","4.340","0.12K","0.44%"
"2002年10月17日","4.333","4.333","4.333","4.333","-","-0.57%"
"2002年10月16日","4.358","4.358","4.358","4.358","-","1.09%"
"2002年10月15日","4.311","4.311","4.311","4.311","-","0.30%"
"2002年10月14日","4.298","4.298","4.298","4.298","-","-0.23%"
"2002年10月11日","4.308","4.300","4.305","4.300","0.07K","0.82%"
"2002年10月10日","4.273","4.273","4.273","4.273","-","-1.50%"
"2002年10月9日","4.338","4.315","4.340","4.315","0.00K","-0.53%"
"2002年10月8日","4.361","4.361","4.361","4.361","-","-1.74%"
"2002年10月7日","4.438","4.438","4.438","4.438","0.12K","-0.83%"
"2002年10月4日","4.475","4.475","4.475","4.475","-","0.11%"
"2002年10月3日","4.470","4.470","4.470","4.470","-","0.00%"
"2002年10月2日","4.470","4.470","4.470","4.470","0.11K","0.00%"
"2002年10月1日","4.470","4.470","4.470","4.470","-","-1.32%"
"2002年9月30日","4.530","4.530","4.530","4.530","0.07K","0.96%"
"2002年9月27日","4.487","4.487","4.487","4.487","-","-0.40%"
"2002年9月26日","4.505","4.530","4.530","4.485","0.31K","-1.62%"
"2002年9月25日","4.579","4.655","4.655","4.655","0.00K","-1.51%"
"2002年9月24日","4.649","4.625","4.625","4.625","0.00K","0.48%"
"2002年9月23日","4.627","4.627","4.627","4.627","-","-0.04%"
"2002年9月20日","4.629","4.645","4.645","4.645","0.01K","-0.22%"
"2002年9月19日","4.639","4.650","4.670","4.650","0.19K","0.43%"
"2002年9月18日","4.619","4.600","4.640","4.600","0.04K","0.92%"
"2002年9月17日","4.577","4.520","4.520","4.520","0.01K","0.62%"
"2002年9月16日","4.549","4.545","4.545","4.545","0.01K","-0.11%"
"2002年9月13日","4.554","4.565","4.565","4.565","0.00K","-0.72%"
"2002年9月12日","4.587","4.540","4.625","4.540","0.02K","0.99%"
"2002年9月11日","4.542","4.510","4.510","4.510","0.03K","-0.33%"
"2002年9月10日","4.557","4.570","4.570","4.570","0.04K","-0.48%"
"2002年9月9日","4.579","4.530","4.600","4.530","0.05K","1.48%"
"2002年9月6日","4.512","4.535","4.570","4.510","0.15K","-0.07%"
"2002年9月5日","4.515","4.475","4.545","4.475","0.35K","1.12%"
"2002年9月4日","4.465","4.450","4.455","4.430","0.17K","0.25%"
"2002年9月3日","4.454","4.461","4.495","4.455","0.18K","0.38%"
"2002年8月30日","4.437","4.540","4.560","4.420","1.07K","-1.99%"
"2002年8月29日","4.527","4.500","4.540","4.500","4.92K","0.71%"
"2002年8月28日","4.495","4.495","4.495","4.495","-","-0.11%"
"2002年8月27日","4.500","4.500","4.500","4.500","-","1.47%"
"2002年8月26日","4.435","4.435","4.435","4.435","-","0.34%"
"2002年8月23日","4.420","4.420","4.420","4.420","-","-0.94%"
"2002年8月22日","4.462","4.462","4.462","4.462","-","1.02%"
"2002年8月21日","4.417","4.417","4.417","4.417","-","-0.38%"
"2002年8月20日","4.434","4.434","4.434","4.434","-","0.73%"
"2002年8月19日","4.402","4.402","4.402","4.402","-","-1.96%"
"2002年8月16日","4.490","4.490","4.490","4.490","-","0.22%"
"2002年8月15日","4.480","4.480","4.480","4.480","-","0.56%"
"2002年8月14日","4.455","4.455","4.455","4.455","-","-2.67%"
"2002年8月13日","4.577","4.577","4.577","4.577","-","-0.28%"
"2002年8月12日","4.590","4.590","4.590","4.590","-","-1.65%"
"2002年8月9日","4.667","4.667","4.667","4.667","-","0.69%"
"2002年8月8日","4.635","4.635","4.635","4.635","-","-0.79%"
"2002年8月7日","4.672","4.672","4.672","4.672","-","1.34%"
"2002年8月6日","4.610","4.610","4.610","4.610","-","-0.43%"
"2002年8月5日","4.630","4.630","4.630","4.630","-","0.87%"
"2002年8月2日","4.590","4.590","4.590","4.590","-","0.22%"
"2002年8月1日","4.580","4.580","4.580","4.580","-","-0.33%"
"2002年7月31日","4.595","4.595","4.595","4.595","-","-1.29%"
"2002年7月30日","4.655","4.635","4.635","4.635","0.00K","0.41%"
"2002年7月29日","4.636","4.680","4.690","4.610","0.05K","-0.54%"
"2002年7月26日","4.661","4.840","4.840","4.610","0.06K","-3.92%"
"2002年7月25日","4.851","4.845","4.860","4.840","0.03K","-0.06%"
"2002年7月24日","4.854","4.880","4.880","4.805","0.08K","-0.41%"
"2002年7月23日","4.874","5.000","5.000","4.935","0.15K","-3.16%"
"2002年7月22日","5.033","5.050","5.070","5.050","0.23K","-0.59%"
"2002年7月19日","5.063","5.070","5.085","5.060","0.02K","1.46%"
"2002年7月18日","4.990","4.970","5.025","4.970","0.02K","0.00%"
"2002年7月17日","4.990","5.010","5.010","4.970","0.25K","-0.56%"
"2002年7月16日","5.018","5.050","5.050","5.000","0.30K","-1.63%"
"2002年7月15日","5.101","5.140","5.140","5.100","0.03K","1.09%"
"2002年7月12日","5.046","5.050","5.060","5.030","0.04K","-0.51%"
"2002年7月11日","5.072","5.040","5.110","5.040","0.09K","0.83%"
"2002年7月10日","5.030","5.040","5.080","5.010","0.02K","-0.16%"
"2002年7月9日","5.038","4.995","5.050","4.980","0.13K","1.57%"
"2002年7月8日","4.960","4.890","4.950","4.890","0.05K","0.51%"
"2002年7月3日","4.935","4.945","4.945","4.905","0.64K","0.10%"
"2002年7月2日","4.930","4.880","4.980","4.850","0.64K","1.29%"
"2002年7月1日","4.867","4.845","4.870","4.800","0.40K","0.70%"
"2002年6月28日","4.833","4.855","4.890","4.825","2.29K","-0.88%"
"2002年6月27日","4.876","4.840","4.880","4.800","11.19K","0.56%"
"2002年6月26日","4.849","4.830","4.830","4.830","0.00K","0.41%"
"2002年6月25日","4.829","4.829","4.829","4.829","-","-0.72%"
"2002年6月24日","4.864","4.864","4.864","4.864","-","0.25%"
"2002年6月21日","4.852","4.852","4.852","4.852","-","-0.31%"
"2002年6月20日","4.867","4.840","4.840","4.840","0.00K","0.58%"
"2002年6月19日","4.839","4.839","4.839","4.839","-","-0.06%"
"2002年6月18日","4.842","4.842","4.842","4.842","0.01K","0.46%"
"2002年6月17日","4.820","4.820","4.820","4.820","-","-0.56%"
